CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
7950ac3ded6dfcb36aec484dbf68afec0c5c08d6b5cee46a58dd9f525092aeba0dd023b7c85a2011ff5e43c99401ecd3c1aa1f198063c6e4eada65fcbf06c3cf,JD303230,Y,44031.85417,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",44031.875,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,400,E,GARFIELD BLVD,233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,1,7,41.79491006,-87.61591569,POINT (-87.615915687849 41.794910056687)
18d2d4d4c5463608ec725403c384037a8e4df075d852a031769db1d46c371efa7ae69a06d86ea4a9b996bb48b8fa541cfc7443c6ae33d6a4f896835bf4d37e1c,JF319698,,44757.0625,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",44758.55208,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,5045,W,LE MOYNE ST,2533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,6,7,41.90761583,-87.75274181,POINT (-87.752741804727 41.907615827741)
7b52dbf9f2c9d013e3cb9190df9d7a5da203236a9d9f82c02a157c3d054856ee651e796cce8e97ee08eb7ce5235883089251ba98d7aaaad603bfce7a7fa4f986,JE105384,,44202.79167,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,44202.79236,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1335,W,WRIGHTWOOD AVE,1932,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,4,1,41.92875605,-87.66237147,POINT (-87.662371471941 41.928756054195)
797fe237b19a1e3365e924358f064e819aa2ba98b00e1004b4cb7c321293ee09058522129009058c33f73aa32640c45374d82e5aea1c39e855ceefd88f1291aa,JA489202,,43031.83333,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",43036.41667,UNABLE TO DETERMINE,NOT APPLICABLE,1301,S,HALSTED ST,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,2,10,41.8653607,-87.64671741,POINT (-87.646717410561 41.865360702676)
19f4f5652fedec5b2c1c2a2b9ba5eed2ab885cbdff5b0cc1909f23a122f9a82be687a30e0992766bcc69dbace9dbcff64629b2fd4b430de613de6d5217a5dc03,JF318880,,44757.71875,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",44757.72431,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,182,W,NORTH AVE,1814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,6,7,41.91127122,-87.63463296,POINT (-87.634632960302 41.911271216682)
1a05f53a7a152f606e132f20a0614bf2f06c886b568acd9a96b6162383041d63b3b0fdf9137c23f96fd21d0d638b465855ddf8ff1e84c2c18d13ea8cf06e3018,JF318414,,44757.45833,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",44757.48472,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,1000,S,KOSTNER AVE,1131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,6,7,41.86895063,-87.73521211,POINT (-87.735212104588 41.868950634211)
1a2971a5aaf2a062ff0ce2f5c2a89ba630a32d7abfa5ae634ac1ac49e463ce9fd2e5c6875886e2dba60e5d63ae1ee8a5a9e6f89c054e50cee37ae5cb7c881c48,JF318692,,44757.62847,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",44757.62986,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2932,W,59TH ST,824,,,,,,,3,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,15,6,7,41.78645606,-87.69731796,POINT (-87.697317957166 41.78645605761)
1a8d419573fe260f7f25b8038ddf8db8267645e73822f2fa0cec7b594361bdc88f25897368467f56805e5f7748227481b91cc55f8563f7c4a1af5dee71e8346a,JF328605,,44757.43472,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",44765.58333,UNABLE TO DETERMINE,NOT APPLICABLE,1601,W,83RD ST,614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,7,41.7429649,-87.66330501,POINT (-87.663305010766 41.742964896086)
1abfddaa044eebcedebd2a2f5d22904c87cfac323144bb043d9c12a719bf6745ae01c081b9cf70fffa80e84c585529b6cca235ed920c9dbbdb4bd7f9f6d61fdf,JF318928,,44757.69444,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",44757.77083,UNABLE TO DETERMINE,NOT APPLICABLE,23,N,WESTERN AVE,1223,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,7,41.88191446,-87.68630385,POINT (-87.686303851898 41.881914460121)
1bad9d85b6a3a5859c108761bf600a46038e6ac982ad0432d47eb00f8a304108dbb35ad58c23b4f9ba1efbdef82ed371fa78aad6089e076666b16e7b6b8b2de6,JF318662,,44757.62639,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",44757.62639,UNABLE TO DETERMINE,NOT APPLICABLE,5744,W,55TH ST,811,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,3,0,15,6,7,41.79276243,-87.76653778,POINT (-87.766537774507 41.792762427738)
7be0ba536e4fd4db7a88d2dc7afb7a1d354d976174d70ccdb0cd7e143544b4002c565bd1bb22dbfee883bd30d7559202e5c9cefc85e8afa9a29302614c02aa07,JD203613,,43927.93611,5,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PEDESTRIAN,DRIVEWAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,$500 OR LESS,43927.93611,NOT APPLICABLE,NOT APPLICABLE,5230,N,LINCOLN AVE,2011,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,22,2,4,41.9768102,-87.6925621,POINT (-87.692562101121 41.976810199422)
790ca0add2a28fc2cda6d7206992c50ce14359c8892998b5162d91b939e1aae25c68f655d4c17d9cae3e3e2a1b96936c4a2ecbf9cb62ce9240b079cdd325c805,JA550551,,43084.6875,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",43084.70764,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1200,W,VAN BUREN ST,1231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,12,41.87662843,-87.65705409,POINT (-87.657054091457 41.876628428249)
7af7cc489ab2796162224c510e09bf6f7a8de67cf3a7858ffcf115f85ea38cba9fe72d346484c0ddd6fe5c270043c822d77ec2b770db85d7103c60963c6e11df,JB427613,,43351.68403,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",43351.68611,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4368,W,GRAND AVE,2534,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,7,9,41.9101204,-87.73609494,POINT (-87.736094935926 41.910120401925)
1cbab9ae9c42c7b2188c3b00f5940f65114d3f0d15da88e3b7911d06add97693a6f449a87e1b37210ae7ba06edec8757c52880bce196c4b6a87ab553b4c07323,JF319011,,44757.79167,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",44757.83056,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6700,S,SOUTH SHORE DR,331,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,6,7,41.77343857,-87.56689931,POINT (-87.566899305833 41.773438566009)
7a0085e81f1c90c40c751cb29eee02596d4941a82edba3a38a2173113c2bc11ed735a20297c99716e0c3497fffa75f0ac10dfa8618032bf0f8240b7b586c0777,JE202927,,44304.50694,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",44304.52431,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1840,W,PETERSON AVE,2413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,12,1,4,41.99083407,-87.67677173,POINT (-87.676771729609 41.990834068751)
1d03e161b5cc793cf66406e6c4e9b92b262b9c5f158bee7dca1a4628cc1cba2d18de48d7463c9ca0a092a8fadd474e6b952d22ee6f9c9a205b3ad766d3eb4eb5,JF319129,,44757.875,25,UNKNOWN,UNKNOWN,CLEAR,DARKNESS,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",44757.9375,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,800,S,CLINTON ST,124,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,6,7,41.87196995,-87.64102219,POINT (-87.641022187291 41.871969947019)
79763c217a7092df66ea47388a38b57233b9ae10e1720bb1bb1a7e10a176ae5cff3c5e5ae02b596172ea8c22a67d0b98df61cc1da5e42d3f40f21ab0b598fbf9,JE194072,,44295.32847,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",44295.32986,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,6300,S,CAMPBELL AVE,825,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,6,4,41.77913082,-87.68623711,POINT (-87.686237105817 41.779130821462)
1d2aabd64425a66cfdab59b8b52e57378b197f3740ad6f822c9ebcdaaca5ea757bc964c3cfd9a3607e19d028ce405f7c16c09fc03d6135a3f365175c164a9548,JF319683,,44757.98264,45,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",44758.54028,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,500,N,LAKE SHORE DR NB,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,23,6,7,41.89114707,-87.61437506,POINT (-87.61437505723 41.89114707171)
1d60ec7eeafb68575c25eff3b83d50ccdd4d2544e16875bdcb6587ecf31b2038e4c165fff76ffb385c3e451fe20c291d7a599834a68092d43b3748f7815025ff,JF318889,,44757.71875,40,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT ON GRADE,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,44757.73611,UNABLE TO DETERMINE,UNABLE TO DETERMINE,300,N,LAKE SHORE DR NB,114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,6,7,41.88614049,-87.61427411,POINT (-87.614274106164 41.8861404879)
03cd3b057a72cf6f5b23a82a9fa8c68b4c5ada67517add74053a3e90790c214c8bf0842f6046bb009c3e9bae0c0604f07ea681f99863c07533709f23f3c1151a,JF469821,,44875.70417,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",44875.70417,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,5015,N,CLARK ST,2033,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,5,11,41.97302473,-87.66786044,POINT (-87.66786043542 41.97302472869)
7adc21b11bc86182c4ce8ea074bdac5aff854b83bab6cb397dfd65572ece8410e4bd147cfa0916a523834843fd7398939565dbb817eecef73ee2b9bc5acf6ee7,JC502014,,43776.56944,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO FRONT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",43776.57292,NOT APPLICABLE,NOT APPLICABLE,724,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,5,11,,,
332e7008a34f5fb711b3cea3bceeb98f0d8ec8d698540d7988553edbb80caba0fea04661e2aaeba5663538f4de6c175d68a6750849027cde81a61c4cebf2d828,JF375267,,44802.6875,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",44802.77083,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6135,N,KIMBALL AVE,1711,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,2,0,16,2,8,41.99306487,-87.71392391,POINT (-87.713923911282 41.993064869405)
78f64eaa6e4a12f1253c3fc6c72f5632e3e39c965fb6bb12ac826d1fdc0a7e438d36de1af43845ef25807bdd6e57789131a0d30ee32784f153335684c0ec5c55,JB135473,,43130.72569,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",43130.73889,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3500,W,MONTROSE AVE,1723,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,1,41.96120811,-87.71565027,POINT (-87.715650272903 41.961208104754)
1ea6428a3b6732bb4d15830307e4979be818e5cf00ab81555880c989428b6f6035ede0c8fbb469347a9a2050b44c72a7ce2b4d2c4a7905356e62eb11db4fd7e6,JF319023,,44757.79861,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DUSK,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",44757.80556,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,231,S,LARAMIE AVE,1533,,,,,,,2,NONINCAPACITATING INJURY,3,0,0,3,0,2,0,19,6,7,41.87761411,-87.75481793,POINT (-87.754817930454 41.877614105065)
1ebbad4bcef5cc89a00ce5324039736c7ffeca2f733cf8abeeaa5f4b124440f9daec4a8e1d6c2079c2b297f7fc5550cbd5f20eaab555317dcb2a3c516f736ad1,JF322378,,44757.5,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,44760.75,NOT APPLICABLE,NOT APPLICABLE,3129,W,LOGAN BLVD,1414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,6,7,41.9278642,-87.70616188,POINT (-87.706161881884 41.927864202687)
1f56a4e6c10ec220eb5af1e75e717f33cf925d48136e0472b8a3f51bcf10ba2d44ce742e9d9d80b0a971e3034f2bdb2d8db97b25e5e2c95c815a14e8b4f651ae,JF318181,,44757.22847,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",44757.3125,IMPROPER TURNING/NO SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,21,S,LAFLIN ST,1224,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,5,6,7,41.88081978,-87.66425469,POINT (-87.66425468485 41.880819777294)
1f7c51773f0d60134708ad7c76df61a3cd032bcadf749f3ec23ff7bbf8fc053d0869860b2c947f8c5bb7d5c63880f53df37d17428b51cd95def05515bc447d6c,JF318541,,44757.55139,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",44757.55208,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,301,S,LAKE SHORE DR NB,114,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,13,6,7,41.87831701,-87.61705213,POINT (-87.617052125371 41.878317010667)
1f7db11b6ddbf4f99a131ec98e43da434198c355a5e3c9157e5e2d8f359a9a58365a623dee4b4f91729aa1cd7365cf0200995c8c3404dac82d697e3c09152d89,JF319146,,44757.98958,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",44757.98958,FOLLOWING TOO CLOSELY,NOT APPLICABLE,3701,W,59TH ST,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,6,7,41.78594077,-87.71572304,POINT (-87.715723041616 41.78594076911)
1fbd1c5b0150dd85cfda56c3cba5653303a5ce4fda71b8c0bb4af7d35e7010ad8cdfd362defad1a279182e60c91b4272508460131a32a11715931bb43f49e16a,JF319068,,44757.84792,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",44757.85833,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,3400,W,GRAND AVE,1121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,20,6,7,41.89982195,-87.71143866,POINT (-87.711438657065 41.899821947712)
2036e8150370023c1b2663d18bbfb001e06c027a37011cda435dc144b949f0a99da251b45d13150154d3591bb3a7d0add99380a6454eb21cbbbca8daa89fbdf8,JF318868,,44757.71042,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",44757.71111,UNABLE TO DETERMINE,UNABLE TO DETERMINE,13000,S,STONY ISLAND AVE,434,,,,,,,3,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,17,6,7,,,
20717f37bf7eb0be8ebfb8b41f8336582cf20db6255eec02d2e9d023b5e2f89c398a8371e3c4898444eec99452795b847b9d4a5861fc084c8c453569ddc0d2ea,JF318335,,44757.44167,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",44757.44167,EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,8700,S,HOLLAND RD,634,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,5,0,10,6,7,41.73586727,-87.6327948,POINT (-87.632794801154 41.735867264645)
37119c9fe05eb868e39a1b0686f72f2038331f54f8ed7127b31a0a5e6dee0063fadff48218f445d8d5eccaec8aeb9430534f21eaf19a57e45d0646d94dcf7212,JF375037,,44802.63194,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,UNKNOWN INTERSECTION TYPE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",44802.65903,UNABLE TO DETERMINE,UNABLE TO DETERMINE,11215,S,HAMLET AVE,2234,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,2,8,41.68983476,-87.66044024,POINT (-87.660440242799 41.689834756095)
20e4d53ed25b727aae601cd58c06bb1ca1d824ea80c18c893b6cb5c5e649d89bf7e0ef8a690903e41a1339a92d0331501f2fbddd63602869e75b4a0acf136cec,JF318859,Y,44757.70833,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",44757.70972,FAILING TO REDUCE SPEED TO AVOID CRASH,WEATHER,8265,S,SOUTH CHICAGO AVE,414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,6,7,41.7448037,-87.57606217,POINT (-87.576062168549 41.744803699178)
216852c17fa1449fc581f0a07ac4b1e2f76beb00da92b2281a934aeb67cb2e73d8d2030283e1c5c998d0cae213525f68f3012c086aaae22f073b9f43a1d96492,JF319424,,44757.25,15,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,Y,"$501 - $1,500",44758.35417,UNABLE TO DETERMINE,IMPROPER BACKING,2915,S,VERNON AVE,133,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,6,7,41.84158564,-87.61551633,POINT (-87.615516330679 41.841585642157)
21b2526054a65812e05629cb44983d23ee2bd6b3718237fc32ef5131581e37f4f9454ef67ad92672cec6152064de785916fd573ebddef5ebae4f0e65179d99b2,JF318247,,44757.35417,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",44757.35486,EQUIPMENT - VEHICLE CONDITION,EQUIPMENT - VEHICLE CONDITION,2,W,63RD ST,311,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,7,41.78016768,-87.6254298,POINT (-87.625429798661 41.780167678293)
21f9aae581d85c95dca4a34a0225f14fabd3180f050d803d8a66cb6b8f7a6f01bb87bc13d8b89a995c86ba664b5320c01fd23a8e7c4c8b76ac5788fad5c79f48,JF318618,,44757.54167,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",44757.6,NOT APPLICABLE,NOT APPLICABLE,2525,W,63RD ST,825,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,6,7,41.77909635,-87.68723998,POINT (-87.687239977121 41.779096350315)
